Year_of_Birth,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Enrol_year,Enrol_Month,Enrol_Age,Enrol_day,Enrol_wkday,Year_Birth_Clus,CatPurchase_Clus,WebPurchuse_Clus,WebVisit_Clus,Education_Ordinal
1960,1,63424.8,1,1,50,2,2,1,4,1.742136743805324,1.3862943611198906,2.3978952727983707,0.0,0.6931471805599453,0.0,5,0,0,0,0,0,0,2014,3,54,24,1,1,0,0,0,4
1966,0,72193.2,0,1,24,3,11,4,8,1.9987902423904949,3.871201010907891,5.3612921657094255,3.8501476017100584,2.1972245773362196,5.181783550292085,8,0,0,0,0,0,0,2012,10,46,23,5,1,0,0,0,2
1948,2,110054.4,0,0,54,0,9,7,11,2.0987755098441228,3.332204510175204,6.616065185132817,4.553876891600541,3.4011973816621555,3.8918202981106265,3,0,0,1,0,0,0,2013,10,65,17,4,1,0,0,0,3
1979,3,50413.2,1,0,53,4,3,1,4,1.7783332269022314,1.3862943611198906,2.833213344056216,1.0986122886681098,0.6931471805599453,3.6888794541139363,8,0,0,0,0,0,0,2013,3,34,26,5,1,0,0,0,5
1977,1,64030.8,1,1,11,4,5,1,4,1.8225126721028055,2.0794415416798357,3.4339872044851463,1.3862943611198906,1.9459101490553132,3.7376696182833684,7,0,0,0,0,0,0,2013,5,36,27,1,1,0,0,0,5
1975,3,51621.6,0,1,53,1,2,2,2,1.5504460211620947,2.0794415416798357,2.8903717578961645,2.0794415416798357,1.9459101490553132,4.174387269895637,5,0,0,0,0,0,0,2013,1,38,11,0,1,0,0,0,3
1982,3,90928.8,1,0,34,1,7,5,8,1.9237286302332202,3.2188758248682006,4.90527477843843,5.556828061699537,2.70805020110221,4.04305126783455,4,0,0,0,0,0,0,2014,2,32,5,6,1,0,0,0,2
1950,4,61834.8,0,1,21,2,9,1,5,1.946817331669524,2.0794415416798357,3.58351893845611,1.9459101490553132,0.0,3.1354942159291497,8,0,0,0,0,0,0,2013,7,63,9,5,1,0,0,0,3
1951,0,45664.8,1,1,31,2,2,0,3,1.4741440143630178,1.791759469228055,2.8903717578961645,1.0986122886681098,0.6931471805599453,0.0,7,0,0,0,0,0,0,2014,1,63,5,3,1,0,0,0,3
1981,3,53956.8,1,1,42,1,1,0,3,1.4395687003478859,1.6094379124341003,2.8903717578961645,1.0986122886681098,0.0,1.0986122886681098,8,0,0,0,0,0,0,2012,12,31,16,3,1,0,0,0,5
1987,3,41184.0,1,0,73,1,1,0,2,1.1947055233182955,1.6094379124341003,2.302585092994046,1.3862943611198906,0.0,0.0,8,0,0,0,0,0,0,2014,2,27,16,3,1,0,0,0,4
1977,1,28461.6,1,0,83,3,3,1,2,1.2484412575662103,1.9459101490553132,2.70805020110221,2.772588722239781,2.0794415416798357,3.6109179126442243,7,0,0,0,0,0,0,2013,2,36,9,2,1,0,0,0,2
1982,2,29203.2,1,0,89,1,1,0,2,1.0804178182729878,2.302585092994046,1.0986122886681098,2.1972245773362196,1.0986122886681098,2.5649493574615367,7,0,0,0,0,0,0,2012,8,30,27,1,1,0,0,0,2
1955,1,76276.8,0,0,7,1,10,10,7,2.035079830026609,4.430816798843313,5.53338948872752,2.772588722239781,3.5553480614894135,4.189654742026425,6,1,0,0,0,0,0,2014,1,59,29,6,1,0,0,0,2
1966,2,39801.6,0,1,7,3,2,1,4,1.696412959743625,1.6094379124341003,3.6375861597263857,0.0,0.6931471805599453,1.3862943611198906,7,0,0,0,0,0,0,2012,10,46,13,2,1,0,0,0,3
1969,0,76609.2,0,1,71,1,9,3,9,2.0099614252030538,2.9444389791664403,4.61512051684126,3.044522437723423,2.0794415416798357,4.882801922586371,6,0,0,0,0,0,0,2013,4,44,21,3,1,0,0,0,3
1972,3,59122.8,1,0,99,3,7,3,12,2.0107946349110515,2.4849066497880004,5.117993812416755,2.4849066497880004,2.1972245773362196,4.07753744390572,7,0,0,0,0,0,0,2012,8,40,15,6,1,0,0,0,4
1972,1,72589.2,0,1,88,4,6,11,7,2.0103787647456652,3.9318256327243257,5.472270673671475,2.5649493574615367,2.995732273553991,4.343805421853684,5,0,0,0,0,0,0,2013,6,41,9,3,1,0,0,0,4
1977,3,55327.2,1,1,91,1,1,1,2,1.5224670302876946,1.3862943611198906,2.1972245773362196,1.0986122886681098,0.0,2.70805020110221,6,0,0,0,0,0,0,2014,11,37,5,6,1,0,0,0,3
1983,2,90932.4,0,0,19,1,3,6,11,2.0250473350939955,3.4011973816621555,6.289715570908998,4.248495242049359,2.6390573296152584,4.394449154672439,1,0,1,1,0,0,0,2013,4,30,7,3,1,0,0,0,3
1983,1,192963.6,0,0,28,15,0,28,1,1.6313704001963978,2.995732273553991,7.392031567514591,2.8903717578961645,1.3862943611198906,1.6094379124341003,0,0,0,0,0,0,0,2012,4,29,8,3,1,1,0,0,4
1975,1,51068.4,0,1,105,4,6,1,4,1.8386855209387276,2.1972245773362196,3.9889840465642745,0.0,1.791759469228055,2.772588722239781,8,0,0,0,0,0,0,2012,8,37,29,6,1,0,0,0,5
1972,1,88429.2,0,1,65,2,6,2,8,2.0241245605340272,3.2188758248682006,5.5254529391317835,4.454347296253507,3.784189633918261,4.30406509320417,2,1,0,0,0,0,0,2013,6,41,11,5,1,0,0,0,5
1978,1,33466.8,1,0,49,1,1,1,2,1.3852268599316875,1.3862943611198906,1.6094379124341003,0.0,0.0,2.1972245773362196,6,0,0,0,0,0,0,2013,5,35,7,5,1,0,0,0,3
1992,3,82418.4,0,0,63,1,4,9,10,2.057936167064734,1.3862943611198906,6.226536669287466,4.605170185988092,3.4339872044851463,3.828641396489095,2,0,0,0,0,0,0,2013,6,21,10,1,1,0,0,0,4
1962,1,95292.0,0,0,26,1,3,2,5,2.0146739475705795,4.430816798843313,6.182084906716632,4.820281565605037,2.6390573296152584,2.6390573296152584,1,0,0,0,0,0,0,2014,5,52,29,4,1,0,0,0,5
1980,2,69044.4,1,0,90,4,4,3,8,1.8378799982871266,4.0943445622221,4.941642422609304,3.9512437185814275,2.1972245773362196,4.61512051684126,4,0,0,0,0,0,0,2013,10,33,6,3,1,0,0,0,5
1978,1,36441.6,0,1,104,2,2,0,3,1.5504460211620947,1.3862943611198906,2.6390573296152584,1.0986122886681098,0.0,1.0986122886681098,8,0,0,0,0,0,0,2013,7,35,11,4,1,0,0,0,5
1959,3,33704.4,1,1,84,3,2,2,2,1.6248263889219656,2.4849066497880004,2.8903717578961645,2.6390573296152584,0.0,3.091042453358316,7,0,0,0,0,0,0,2012,11,53,12,1,1,0,0,0,5
1974,1,30492.0,1,0,55,1,1,0,4,1.1247482629090362,1.791759469228055,1.6094379124341003,2.6390573296152584,2.6390573296152584,1.6094379124341003,4,0,0,0,0,0,0,2013,8,39,31,2,1,0,0,0,5
1956,1,80670.0,0,1,11,3,7,2,11,1.9127139332707952,3.6635616461296463,5.777652323222656,3.8501476017100584,2.0794415416798357,4.969813299576001,5,0,0,0,0,0,0,2013,11,57,26,5,1,0,0,0,5
1972,3,189279.6,1,0,44,0,1,0,1,1.570002974208493,1.6094379124341003,2.302585092994046,1.0986122886681098,0.0,2.1972245773362196,1,0,0,0,0,0,0,2013,4,41,6,2,1,0,0,0,3
1958,2,94198.8,0,0,19,1,11,3,4,2.0569655113281993,4.330733340286331,5.14166355650266,3.871201010907891,3.6109179126442243,4.584967478670572,4,0,0,1,0,0,0,2013,11,55,23,2,1,0,0,0,5
1971,1,74246.4,0,1,88,4,4,4,9,1.9194357985353954,2.1972245773362196,5.075173815233827,3.6109179126442243,3.332204510175204,2.833213344056216,4,0,0,0,0,0,0,2013,12,42,13,0,1,0,0,0,3
1961,3,53414.4,1,1,64,2,1,0,3,1.4741440143630178,1.6094379124341003,1.9459101490553132,0.0,0.0,1.0986122886681098,4,0,0,0,0,0,0,2013,8,52,30,0,1,0,0,0,5
1959,2,36627.6,2,1,7,1,1,0,2,1.223156202527103,1.3862943611198906,1.3862943611198906,0.0,0.0,1.791759469228055,7,0,0,0,0,0,0,2013,1,54,7,1,1,0,0,0,3
1974,3,11666.4,1,0,14,4,3,1,3,1.2484412575662103,3.044522437723423,2.833213344056216,1.9459101490553132,2.833213344056216,3.7612001156935624,8,0,0,0,0,0,0,2012,2,38,10,0,1,0,0,0,1
1966,1,71704.8,0,1,103,3,5,2,6,1.757131886054717,3.4339872044851463,3.8066624897703196,1.6094379124341003,4.990432586778736,4.941642422609304,5,0,0,0,0,0,0,2012,1,46,12,4,1,0,0,0,5
1948,3,84385.2,0,0,13,1,6,5,13,1.9070714954756425,3.295836866004329,6.62273632394984,4.418840607796598,3.295836866004329,5.2574953720277815,4,0,0,0,0,0,0,2013,1,65,16,6,1,0,0,0,5
1966,1,53271.6,1,1,93,2,1,0,4,1.4818766360989102,1.791759469228055,3.044522437723423,1.0986122886681098,1.0986122886681098,2.3978952727983707,4,0,0,0,0,0,0,2013,8,47,22,4,1,0,0,0,5
1973,1,26475.6,1,0,50,2,2,0,3,1.2711498482847257,2.6390573296152584,2.6390573296152584,1.3862943611198906,2.4849066497880004,2.4849066497880004,7,0,0,0,0,0,0,2013,8,40,8,4,1,0,0,0,5
1952,1,85328.4,0,1,68,2,7,6,13,1.9864645289231955,2.6390573296152584,5.384495062789089,5.293304824724492,5.1647859739235145,5.278114659230517,4,0,0,0,0,0,0,2013,2,61,17,3,1,0,0,0,5
1975,1,31280.4,1,0,56,3,3,0,3,1.4660765372061442,1.791759469228055,2.9444389791664403,0.0,1.0986122886681098,2.5649493574615367,8,0,0,0,0,0,0,2013,4,38,11,4,1,0,0,0,5
1984,1,47906.4,1,0,37,2,3,0,4,1.5163019408528369,2.772588722239781,4.0943445622221,2.995732273553991,0.6931471805599453,3.6109179126442243,8,0,0,0,0,0,0,2013,2,29,14,4,1,0,0,0,5
1966,3,41076.0,1,1,79,1,1,0,2,1.3973634811730353,1.3862943611198906,1.6094379124341003,0.0,0.0,1.0986122886681098,7,0,0,0,0,0,0,2012,12,46,26,6,1,0,0,0,4
1973,1,42769.2,1,0,18,2,3,1,4,1.6551961525056738,1.9459101490553132,4.219507705176107,2.1972245773362196,2.302585092994046,3.367295829986474,7,0,0,0,0,0,0,2013,7,40,14,3,1,0,0,0,3
1986,2,36357.6,0,0,55,1,1,1,3,1.2484412575662103,1.9459101490553132,2.5649493574615367,1.9459101490553132,0.6931471805599453,0.0,3,0,0,0,0,0,0,2014,5,28,19,1,1,0,0,0,4
1973,3,55612.8,0,1,35,4,7,1,5,1.8681746132307353,3.1780538303479458,4.060443010546419,2.1972245773362196,3.044522437723423,4.5217885770490405,7,0,0,0,0,0,0,2012,12,39,14,0,1,0,0,0,2
1952,1,94196.4,0,0,51,1,5,7,12,1.8502315274246866,3.4011973816621555,6.104793232414985,4.330733340286331,0.0,5.4116460518550396,2,0,0,0,1,0,0,2013,1,61,12,2,1,0,0,0,2
1982,1,33279.6,1,0,23,2,2,0,3,1.026672031199051,2.3978952727983707,1.791759469228055,3.295836866004329,1.0986122886681098,2.8903717578961645,7,0,0,0,0,0,0,2013,8,31,26,1,1,0,0,0,2
1960,0,73500.0,0,1,56,6,5,2,12,1.940323909263275,4.955827057601261,4.189654742026425,4.110873864173311,3.295836866004329,4.0943445622221,5,0,0,0,0,0,0,2012,12,52,16,3,1,0,0,0,5
1975,3,59602.8,1,0,104,2,5,1,6,1.8160445966634724,2.1972245773362196,4.68213122712422,2.4849066497880004,2.1972245773362196,3.4011973816621555,6,0,0,0,0,0,0,2014,5,39,24,2,1,0,0,0,2
1966,1,83962.8,0,0,71,1,4,2,6,2.0527088541217777,3.4965075614664802,6.244166900663736,3.6635616461296463,3.4011973816621555,3.8066624897703196,3,0,0,1,1,0,0,2013,8,47,27,5,1,0,0,0,4
1974,2,58118.4,0,1,10,5,7,1,6,1.9158946735023363,1.9459101490553132,3.9318256327243257,1.6094379124341003,1.3862943611198906,3.7612001156935624,8,0,0,0,0,0,0,2012,10,38,18,4,1,0,0,0,4
1988,2,28596.0,0,0,10,1,1,0,3,1.0804178182729878,2.4849066497880004,1.9459101490553132,1.6094379124341003,2.1972245773362196,2.833213344056216,7,0,0,0,0,0,0,2014,7,26,2,6,1,0,0,0,2
1946,1,79015.2,0,0,75,1,6,3,6,1.9936278224918556,4.442651256490317,5.6240175061873385,4.394449154672439,3.713572066704308,4.406719247264253,4,0,0,0,0,0,0,2013,5,67,17,0,1,0,0,0,4
1959,1,62251.2,0,0,95,1,2,2,8,1.7323562465403226,3.4339872044851463,4.634728988229636,3.367295829986474,3.8918202981106265,1.9459101490553132,1,0,0,0,0,0,0,2013,10,54,15,5,1,0,0,0,5
1949,4,94112.4,0,0,43,3,3,7,10,2.065026856250578,3.1354942159291497,6.39024066706535,5.198497031265826,3.295836866004329,4.9344739331306915,3,0,0,0,1,0,0,2012,10,63,24,6,1,0,0,0,3
1972,1,47749.2,0,1,96,2,3,1,4,1.7067206012930416,2.9444389791664403,3.332204510175204,2.6390573296152584,2.6390573296152584,3.091042453358316,7,0,0,0,0,0,0,2013,3,41,28,4,1,0,0,0,3
1968,0,68563.2,0,0,25,1,7,5,7,1.8885037407137346,4.969813299576001,6.396929655216146,3.5553480614894135,2.5649493574615367,4.852030263919617,6,0,0,0,0,0,0,2013,5,45,18,2,1,0,0,0,5
1956,4,95760.0,0,0,72,1,5,11,5,2.075893831582556,3.2188758248682006,6.274762021241939,3.4965075614664802,0.0,5.41610040220442,3,1,0,1,1,0,0,2012,9,56,23,3,1,0,0,0,5
1961,3,85165.2,0,1,35,7,11,11,5,2.0687256930984437,3.044522437723423,6.35088571671474,4.543294782270004,4.836281906951478,2.8903717578961645,7,0,0,0,0,0,0,2012,9,51,21,0,1,0,0,0,5
1985,1,87084.0,0,0,74,1,4,6,12,1.8923269571335788,4.465908118654584,5.37989735354046,5.0238805208462765,4.955827057601261,5.41610040220442,1,0,0,0,0,0,0,2014,4,29,25,0,1,0,0,0,5
1972,3,50439.6,1,1,102,1,1,0,2,1.3437034446606386,1.6094379124341003,1.6094379124341003,1.0986122886681098,0.0,2.0794415416798357,7,0,0,0,0,0,0,2012,9,40,19,6,1,0,0,0,2
1963,2,40102.8,0,1,83,2,2,0,4,1.63454690370149,1.3862943611198906,2.5649493574615367,0.0,0.0,2.9444389791664403,7,0,0,0,0,0,0,2013,8,50,17,2,1,0,0,0,4
1978,0,99098.4,0,0,61,1,4,9,7,1.98046432676698,4.820281565605037,6.311734809152915,5.056245805348308,3.713572066704308,5.488937726156687,1,1,0,0,1,0,0,2014,7,36,6,3,1,0,0,0,5
1970,1,78896.4,0,1,103,4,8,1,6,1.926236627583198,3.044522437723423,3.8918202981106265,3.1780538303479458,2.6390573296152584,2.6390573296152584,6,0,1,0,0,0,0,2014,7,44,3,4,1,0,0,0,5
1961,3,36608.4,0,0,36,1,5,1,4,1.6606403793348095,3.6888794541139363,4.31748811353631,3.6635616461296463,3.044522437723423,4.709530201312334,7,0,0,0,0,0,0,2013,11,52,3,3,1,0,0,0,5
1961,1,65036.4,0,1,23,2,1,3,6,1.8122095959040794,2.302585092994046,3.6375861597263857,1.9459101490553132,2.6390573296152584,2.6390573296152584,1,0,0,0,0,0,0,2014,3,53,4,5,1,0,0,0,3
1964,0,58465.2,1,1,57,6,4,2,5,1.6985302777514544,3.091042453358316,4.736198448394496,3.871201010907891,2.6390573296152584,3.091042453358316,6,0,0,0,0,0,0,2013,5,49,13,1,1,0,0,0,3
1958,1,63879.6,0,1,25,1,1,0,3,1.5099182003836584,1.3862943611198906,2.302585092994046,1.3862943611198906,0.0,0.0,4,0,0,0,0,0,0,2014,3,56,18,5,1,0,0,0,2
1956,1,27064.8,1,1,45,4,2,0,4,1.503300998004841,1.3862943611198906,2.3978952727983707,0.0,0.0,1.6094379124341003,5,0,0,0,0,0,0,2012,3,56,11,3,1,0,0,0,4
1974,0,62440.8,1,1,74,5,4,2,5,1.795731656444039,1.3862943611198906,4.543294782270004,2.0794415416798357,2.6390573296152584,4.30406509320417,7,0,0,0,0,0,0,2013,5,39,17,0,1,0,0,0,3
1956,1,75566.4,0,1,46,2,7,4,3,1.9117905099724466,2.9444389791664403,3.871201010907891,3.044522437723423,0.0,5.262690188904886,6,0,0,0,0,0,0,2012,3,56,8,4,1,0,0,0,2
1975,3,36421.2,1,0,26,1,3,0,2,1.3852268599316875,1.3862943611198906,3.2188758248682006,1.3862943611198906,1.3862943611198906,1.0986122886681098,9,0,0,0,0,0,0,2013,6,38,6,4,1,0,0,0,4
1972,1,45835.2,1,1,27,3,2,0,4,1.5224670302876946,1.3862943611198906,2.4849066497880004,0.0,0.0,1.3862943611198906,5,0,0,0,0,0,0,2014,4,42,18,0,1,0,0,0,3
1975,3,40308.0,2,1,72,1,1,0,2,1.1947055233182955,1.3862943611198906,1.0986122886681098,0.0,0.0,1.0986122886681098,7,0,0,0,0,0,0,2013,3,38,11,1,1,0,0,0,5
1950,1,75414.0,1,1,10,11,3,4,10,2.080391167386565,1.3862943611198906,3.828641396489095,0.0,0.0,3.5553480614894135,8,0,1,0,0,0,0,2012,1,62,10,5,1,0,0,0,3
1972,2,43476.0,1,0,24,1,2,0,4,1.3852268599316875,1.791759469228055,3.4339872044851463,2.1972245773362196,1.0986122886681098,1.3862943611198906,5,0,0,0,0,0,0,2013,10,41,17,4,1,0,0,0,3
1992,3,24231.6,0,0,25,1,1,1,4,1.2917246727283112,2.4849066497880004,3.1354942159291497,3.2188758248682006,2.4849066497880004,2.302585092994046,4,0,0,0,0,0,0,2012,11,20,28,6,1,0,0,0,2
1959,3,31788.0,0,0,99,2,3,1,5,1.5957092304038698,3.9318256327243257,3.970291913552122,3.091042453358316,3.044522437723423,3.258096538021482,6,0,0,0,0,0,0,2012,9,53,22,2,1,0,0,0,2
1976,1,54603.6,1,0,61,1,3,1,4,1.7289490519659823,2.0794415416798357,3.8066624897703196,1.9459101490553132,0.6931471805599453,2.9444389791664403,5,0,0,0,0,0,0,2013,9,37,25,6,1,0,0,0,4
1957,3,76908.0,0,1,15,1,6,9,4,1.913173172035371,4.127134385045092,5.087596335232384,4.343805421853684,3.9512437185814275,4.912654885736052,5,0,0,0,0,0,0,2013,7,56,8,1,1,0,0,0,5
1970,3,26868.0,0,0,56,1,1,0,2,1.026672031199051,1.6094379124341003,1.6094379124341003,2.772588722239781,0.6931471805599453,1.791759469228055,7,0,0,0,0,0,0,2013,10,43,21,1,1,0,0,0,1
1973,2,29714.4,1,0,23,3,3,1,2,1.2484412575662103,2.6390573296152584,2.5649493574615367,1.3862943611198906,2.772588722239781,3.713572066704308,8,1,0,0,0,0,0,2014,10,41,2,4,1,0,0,0,5
1974,2,58118.4,0,1,10,5,7,1,6,1.9158946735023363,1.9459101490553132,3.9318256327243257,1.6094379124341003,1.3862943611198906,3.7612001156935624,8,0,0,0,0,0,0,2012,10,38,18,4,1,0,0,0,4
1951,3,73086.0,0,1,34,2,3,3,7,1.8509675611842284,3.044522437723423,4.343805421853684,3.6109179126442243,2.8903717578961645,3.6635616461296463,2,0,0,0,0,0,0,2013,5,62,12,3,1,0,0,0,5
1973,1,53190.0,0,1,76,4,8,2,7,1.9820585083321114,1.3862943611198906,3.091042453358316,0.0,0.0,1.791759469228055,8,0,1,0,0,0,0,2013,7,40,3,6,1,0,0,0,4
1979,2,44370.0,1,0,57,1,1,0,3,1.327761429538331,2.302585092994046,2.4849066497880004,0.0,1.6094379124341003,1.0986122886681098,7,0,0,0,0,0,0,2013,12,34,28,2,1,0,0,0,2
1984,3,43290.0,1,0,61,1,2,0,4,1.5996388013001024,1.3862943611198906,3.4339872044851463,2.5649493574615367,0.6931471805599453,3.4339872044851463,6,0,0,0,0,0,0,2013,9,29,12,4,1,0,0,0,5
1971,1,52990.8,1,0,92,4,4,1,6,1.8169871572575529,1.791759469228055,4.143134726391533,3.2188758248682006,2.6390573296152584,2.0794415416798357,5,0,0,0,0,0,0,2014,6,43,17,5,1,0,0,0,3
1949,3,56017.2,0,2,59,2,4,6,4,1.8896075013631948,2.9444389791664403,4.248495242049359,2.772588722239781,2.995732273553991,3.6635616461296463,5,0,0,0,0,0,0,2013,8,64,10,2,1,0,0,0,4
1965,1,51027.6,0,0,103,1,1,1,4,1.3852268599316875,3.6888794541139363,2.4849066497880004,1.3862943611198906,3.295836866004329,3.58351893845611,2,0,0,0,0,0,0,2014,4,49,23,6,1,0,0,0,5
1979,3,102885.6,0,0,48,1,3,6,11,2.0571046865395055,3.4011973816621555,5.932245187448011,2.8903717578961645,3.295836866004329,2.6390573296152584,1,0,1,1,0,0,0,2014,1,35,23,4,1,0,0,0,3
1952,3,71262.0,1,1,92,2,3,1,4,1.783182776049518,1.3862943611198906,2.3978952727983707,0.0,1.6094379124341003,3.6109179126442243,5,0,0,0,0,0,0,2013,4,61,28,3,1,0,0,0,3
1961,3,76057.2,0,1,85,4,4,5,13,1.9957667194465685,3.9889840465642745,4.962844630259907,3.5263605246161616,3.9318256327243257,5.075173815233827,2,0,0,0,0,0,0,2012,5,51,10,4,1,0,0,0,5
1972,0,30981.6,1,0,58,1,0,1,2,1.223156202527103,1.791759469228055,2.1972245773362196,1.0986122886681098,1.0986122886681098,2.302585092994046,7,0,0,0,0,0,0,2012,10,40,18,4,1,0,0,0,5
1951,4,67861.2,1,1,55,3,2,1,4,1.6659050929776016,2.0794415416798357,3.4965075614664802,2.8903717578961645,1.0986122886681098,2.833213344056216,4,0,0,0,0,0,0,2014,7,63,5,2,1,0,0,0,4
1970,1,16854.0,1,0,31,1,1,0,3,1.3437034446606386,1.3862943611198906,1.791759469228055,1.0986122886681098,0.6931471805599453,0.6931471805599453,7,0,0,0,0,0,0,2014,1,44,26,3,1,0,0,0,5
1958,3,81777.59999999999,0,0,93,1,4,4,6,1.942889271495996,4.248495242049359,6.013715156042802,3.6375861597263857,4.060443010546419,4.454347296253507,2,0,0,0,0,0,0,2013,8,55,31,2,1,0,0,0,3
1959,2,90410.4,0,1,45,1,5,2,10,1.847999202156157,4.61512051684126,4.584967478670572,3.091042453358316,4.77912349311153,3.295836866004329,4,0,0,0,0,0,0,2013,6,54,5,6,1,0,0,0,2
1976,1,28748.4,1,0,54,1,2,0,3,1.1247482629090362,1.6094379124341003,2.9444389791664403,3.044522437723423,2.4849066497880004,2.833213344056216,6,0,0,0,0,0,0,2012,10,36,28,3,1,0,0,0,5
1989,1,27997.2,1,0,99,2,3,0,3,1.223156202527103,3.6888794541139363,2.0794415416798357,0.0,2.3978952727983707,3.828641396489095,8,0,0,0,0,0,0,2012,4,23,9,1,1,0,0,0,2
1979,1,68535.59999999999,1,1,52,6,4,1,5,1.8304098214920528,2.0794415416798357,3.5263605246161616,0.0,1.0986122886681098,3.7612001156935624,7,0,0,0,0,0,0,2013,6,34,2,3,1,0,0,0,5
1959,1,80720.4,0,1,7,1,3,2,5,1.781985597277665,2.70805020110221,4.0943445622221,2.772588722239781,1.0986122886681098,3.4339872044851463,2,0,0,0,0,0,0,2014,5,55,13,5,1,0,0,0,5
1953,2,10584.0,1,1,59,4,3,0,3,1.358504720646626,1.3862943611198906,2.6390573296152584,1.6094379124341003,1.0986122886681098,1.6094379124341003,8,0,0,0,0,0,0,2013,3,60,22,0,1,0,0,0,3
1967,2,56080.8,1,2,93,4,3,2,3,1.7340313214932865,1.6094379124341003,3.6888794541139363,1.9459101490553132,0.6931471805599453,4.343805421853684,6,1,0,0,0,0,0,2013,10,46,21,1,1,0,0,0,4
1953,3,40888.8,1,1,76,5,3,3,3,1.783182776049518,1.6094379124341003,3.7376696182833684,2.3978952727983707,0.6931471805599453,4.219507705176107,6,1,0,0,0,0,0,2013,7,60,13,2,1,0,0,0,5
1971,2,38763.6,0,1,70,2,1,0,4,1.5504460211620947,1.3862943611198906,1.0986122886681098,0.0,0.0,1.0986122886681098,5,0,0,0,0,0,0,2014,8,43,3,3,1,0,0,0,4
1957,3,65340.0,1,1,7,12,9,2,8,1.9644832377931056,1.3862943611198906,5.147494476813453,2.1972245773362196,2.995732273553991,3.4965075614664802,8,0,0,0,0,0,0,2012,9,55,14,0,1,0,0,0,5
1976,1,36961.2,0,1,30,2,1,0,3,1.2917246727283112,2.0794415416798357,1.791759469228055,2.772588722239781,1.0986122886681098,2.4849066497880004,7,0,0,0,0,0,0,2012,10,36,26,0,1,0,0,0,1
1975,1,74300.4,1,1,90,1,2,0,4,1.5996388013001024,2.0794415416798357,3.6109179126442243,1.0986122886681098,1.0986122886681098,0.6931471805599453,5,0,0,0,0,0,0,2013,11,38,20,6,1,0,0,0,4
1955,1,96080.4,0,0,89,1,4,6,6,1.9828477995680995,3.044522437723423,6.70196036600254,3.332204510175204,5.159055299214529,3.9512437185814275,2,0,0,1,0,0,0,2013,9,58,19,4,1,0,0,0,5
1972,3,19951.2,2,0,83,3,3,0,3,1.2917246727283112,1.9459101490553132,3.1354942159291497,3.091042453358316,0.6931471805599453,2.6390573296152584,9,0,0,0,0,0,0,2014,1,42,15,6,1,0,0,0,5
1978,1,89982.0,0,0,15,1,3,6,7,1.999477239130146,4.007333185232471,6.80128303447162,5.5134287461649825,0.0,4.465908118654584,2,0,0,0,0,0,0,2012,11,34,9,0,1,0,0,0,5
1957,0,37674.0,1,1,87,4,2,1,3,1.4741440143630178,1.6094379124341003,3.258096538021482,0.0,2.1972245773362196,2.0794415416798357,6,0,0,0,0,0,0,2013,3,56,23,2,1,0,0,0,2
1986,1,23412.0,2,0,70,2,1,0,3,1.3105061862047918,1.3862943611198906,2.0794415416798357,1.3862943611198906,1.6094379124341003,2.0794415416798357,7,0,0,0,0,0,0,2013,4,27,9,5,1,0,0,0,3
1979,0,76431.59999999999,0,1,70,3,11,6,9,1.999477239130146,3.8501476017100584,5.823045895483019,3.7612001156935624,4.477336814478207,4.007333185232471,6,0,0,0,0,0,0,2013,10,34,14,1,1,0,0,0,5
1957,1,85669.2,0,1,57,5,6,5,12,1.9220287795310242,4.844187086458591,5.616771097666572,3.8501476017100584,4.820281565605037,4.955827057601261,3,0,0,0,0,0,0,2013,3,56,29,0,1,0,0,0,5
1984,1,47906.4,1,0,37,2,3,0,4,1.5163019408528369,2.772588722239781,4.0943445622221,2.995732273553991,0.6931471805599453,3.6109179126442243,8,0,0,0,0,0,0,2013,2,29,14,4,1,0,0,0,5
1967,3,98912.4,0,0,42,1,3,5,12,1.9727350380661053,5.017279836814924,6.234410725718371,4.653960350157523,4.68213122712422,4.68213122712422,1,0,0,1,0,0,0,2014,12,47,3,6,1,0,0,0,5
1953,0,74802.0,0,1,94,2,3,3,13,1.8744836395596192,4.90527477843843,5.384495062789089,4.454347296253507,1.9459101490553132,3.295836866004329,2,0,0,0,0,0,0,2013,5,60,23,4,1,0,0,0,5
1966,3,62540.4,0,1,62,2,5,2,4,1.752790725901759,2.6390573296152584,4.68213122712422,3.4339872044851463,0.0,3.044522437723423,7,0,0,0,0,0,0,2012,8,46,16,4,1,0,0,0,5
1972,1,63496.8,0,1,39,2,7,3,3,1.8810945047250232,2.6390573296152584,3.8066624897703196,3.4339872044851463,2.3978952727983707,5.429345628954441,7,1,0,0,0,0,0,2013,7,41,1,1,1,0,0,0,5
1975,3,99774.0,0,0,21,1,5,9,11,2.036420868292835,3.6635616461296463,6.595780513961311,3.6888794541139363,4.927253685157205,4.74493212836325,2,0,0,1,0,0,0,2012,9,37,22,2,1,0,0,0,5
